"COUNTRY","DEALERSHIP","CUSTOMER_TYPE","GEO_TYPE","MODEL","FAULT_TYPE"
"Italy","VW Franchise","Other","Village","Passat","Spark Plugs"
"Portugal","VW Franchise","Other","Rural","Passat","Exhaust"
"Portugal","VW Franchise","Other","Rural","Passat","Gearbox"
"Portugal","VW Franchise","Other","Rural","Passat","Spark Plugs"
"Portugal","VW Franchise","Other","Suburban","Passat","Exhaust"
"Portugal","VW Franchise","Other","Suburban","Passat","Gearbox"
"Portugal","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"Portugal","VW Franchise","Other","Urban","Passat","Exhaust"
"Portugal","VW Franchise","Other","Urban","Passat","Gearbox"
"Portugal","VW Franchise","Other","Urban","Passat","Spark Plugs"
"Portugal","VW Franchise","Other","Village","Passat","Exhaust"
"Portugal","VW Franchise","Other","Village","Passat","Gearbox"
"Portugal","VW Franchise","Other","Village","Passat","Spark Plugs"
"Spain","VW Franchise","Other","Rural","Passat","Exhaust"
"Spain","VW Franchise","Other","Rural","Passat","Gearbox"
"Spain","VW Franchise","Other","Rural","Passat","Spark Plugs"
"Spain","VW Franchise","Other","Small Town","Passat","Gearbox"
"Spain","VW Franchise","Other","Suburban","Passat","Exhaust"
"Spain","VW Franchise","Other","Suburban","Passat","Gearbox"
"Spain","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"Spain","VW Franchise","Other","Urban","Passat","Exhaust"
"Spain","VW Franchise","Other","Urban","Passat","Gearbox"
"Spain","VW Franchise","Other","Urban","Passat","Spark Plugs"
"Spain","VW Franchise","Other","Village","Passat","Exhaust"
"Spain","VW Franchise","Other","Village","Passat","Gearbox"
"Spain","VW Franchise","Other","Village","Passat","Spark Plugs"
"Switzerland","VW Franchise","Other","Rural","Passat","Exhaust"
"Switzerland","VW Franchise","Other","Rural","Passat","Gearbox"
"Switzerland","VW Franchise","Other","Rural","Passat","Spark Plugs"
"Switzerland","VW Franchise","Other","Small Town","Passat","Gearbox"
"Switzerland","VW Franchise","Other","Suburban","Passat","Exhaust"
"Switzerland","VW Franchise","Other","Suburban","Passat","Gearbox"
"Switzerland","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"Switzerland","VW Franchise","Other","Urban","Passat","Exhaust"
"Switzerland","VW Franchise","Other","Urban","Passat","Gearbox"
"Switzerland","VW Franchise","Other","Urban","Passat","Spark Plugs"
"Switzerland","VW Franchise","Other","Very Rural","Passat","Gearbox"
"Switzerland","VW Franchise","Other","Village","Passat","Exhaust"
"Switzerland","VW Franchise","Other","Village","Passat","Gearbox"
"Switzerland","VW Franchise","Other","Village","Passat","Spark Plugs"
"United Kingdom","VW Franchise","Other","Rural","Passat","Exhaust"
"United Kingdom","VW Franchise","Other","Rural","Passat","Gearbox"
"United Kingdom","VW Franchise","Other","Rural","Passat","Spark Plugs"
"United Kingdom","VW Franchise","Other","Suburban","Passat","Exhaust"
"United Kingdom","VW Franchise","Other","Suburban","Passat","Gearbox"
"United Kingdom","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"United Kingdom","VW Franchise","Other","Urban","Passat","Exhaust"
"United Kingdom","VW Franchise","Other","Urban","Passat","Gearbox"
"United Kingdom","VW Franchise","Other","Urban","Passat","Spark Plugs"
"United Kingdom","VW Franchise","Other","Village","Passat","Exhaust"
"United Kingdom","VW Franchise","Other","Village","Passat","Gearbox"
"United Kingdom","VW Franchise","Other","Village","Passat","Spark Plugs"
"Austria","Dodgy Dealer","Other","Suburban","Polo","Brake Fluid"
"Austria","Dodgy Dealer","Other","Suburban","Polo","Gearbox"
"Belgium","Dodgy Dealer","Other","Suburban","Polo","Brake Fluid"
"Belgium","Dodgy Dealer","Other","Suburban","Polo","Engine Control"
"Belgium","Dodgy Dealer","Other","Suburban","Polo","Gearbox"
"Belgium","Dodgy Dealer","Other","Urban","Polo","Brake Fluid"
"Belgium","Dodgy Dealer","Other","Urban","Polo","Gearbox"
"France","Dodgy Dealer","Other","Suburban","Polo","Brake Fluid"
"France","Dodgy Dealer","Other","Suburban","Polo","Gearbox"
"Germany","Dodgy Dealer","Other","Suburban","Polo","Gearbox"
"Germany","Dodgy Dealer","Other","Urban","Polo","Brake Fluid"
"Germany","Dodgy Dealer","Other","Urban","Polo","Engine Control"
"Germany","Dodgy Dealer","Other","Urban","Polo","Gearbox"
"Holland","Dodgy Dealer","Other","Suburban","Polo","Brake Fluid"
"Holland","Dodgy Dealer","Other","Suburban","Polo","Engine Control"
"Holland","Dodgy Dealer","Other","Suburban","Polo","Gearbox"
"Portugal","Dodgy Dealer","Other","Suburban","Polo","Brake Fluid"
"Portugal","Dodgy Dealer","Other","Suburban","Polo","Engine Control"
"Portugal","Dodgy Dealer","Other","Suburban","Polo","Gearbox"
"Portugal","Dodgy Dealer","Other","Village","Polo","Gearbox"
"Spain","Dodgy Dealer","Other","Suburban","Polo","Brake Fluid"
"Spain","Dodgy Dealer","Other","Suburban","Polo","Gearbox"
"Spain","Dodgy Dealer","Other","Village","Polo","Gearbox"
"Switzerland","Dodgy Dealer","Other","Suburban","Polo","Brake Fluid"
"Switzerland","Dodgy Dealer","Other","Suburban","Polo","Gearbox"
"Switzerland","Dodgy Dealer","Other","Village","Polo","Gearbox"
"Austria","VW Franchise","Other","Suburban","Polo","Brake Fluid"
"Austria","VW Franchise","Other","Suburban","Polo","Engine Control"
"Austria","VW Franchise","Other","Suburban","Polo","Gearbox"
"Belgium","VW Franchise","Other","Suburban","Polo","Brake Fluid"
"Belgium","VW Franchise","Other","Suburban","Polo","Engine Control"
"Belgium","VW Franchise","Other","Suburban","Polo","Gearbox"
"Belgium","VW Franchise","Other","Urban","Polo","Brake Fluid"
"Belgium","VW Franchise","Other","Urban","Polo","Gearbox"
"France","VW Franchise","Other","Suburban","Polo","Brake Fluid"
"France","VW Franchise","Other","Suburban","Polo","Engine Control"
"France","VW Franchise","Other","Suburban","Polo","Gearbox"
"Germany","VW Franchise","Other","Suburban","Polo","Gearbox"
"Germany","VW Franchise","Other","Urban","Polo","Brake Fluid"
"Germany","VW Franchise","Other","Urban","Polo","Gearbox"
"Holland","VW Franchise","Other","Suburban","Polo","Brake Fluid"
"Holland","VW Franchise","Other","Suburban","Polo","Engine Control"
"Holland","VW Franchise","Other","Suburban","Polo","Gearbox"
"Holland","VW Franchise","Other","Suburban","Polo","Generator"
"Holland","VW Franchise","Other","Suburban","Polo","Spark Plugs"
"Portugal","VW Franchise","Other","Suburban","Polo","Brake Fluid"
"Portugal","VW Franchise","Other","Suburban","Polo","Engine Control"
"Portugal","VW Franchise","Other","Suburban","Polo","Gearbox"
"Spain","VW Franchise","Other","Suburban","Polo","Brake Fluid"
"Spain","VW Franchise","Other","Suburban","Polo","Engine Control"
"Spain","VW Franchise","Other","Suburban","Polo","Gearbox"
"Switzerland","VW Franchise","Other","Suburban","Polo","Brake Fluid"
"Switzerland","VW Franchise","Other","Suburban","Polo","Engine Control"
"Switzerland","VW Franchise","Other","Suburban","Polo","Gearbox"
